title,studio,domestic_gross,foreign_gross,year,id,production_budget
Dogma,,,,,79.0,"$10,000,000"
The Banger Sisters,,,,,81.0,"$10,000,000"
Snatch,,,,,82.0,"$10,000,000"
Road House,,,,,83.0,"$10,000,000"
Twilight Zone: The Movie,,,,,86.0,"$10,000,000"
A Low Down Dirty Shame,,,,,87.0,"$10,000,000"
Swimfan,,,,,89.0,"$10,000,000"
Employee of the Month,,,,,90.0,"$10,000,000"
The Fourth Kind,,,,,93.0,"$10,000,000"
The Outsiders,,,,,94.0,"$10,000,000"
Can't Hardly Wait,,,,,95.0,"$10,000,000"
Sparkle,,,,,96.0,"$10,000,000"
Kevin Hart: What Now?,,,,,97.0,"$10,000,000"
The Dead Zone,,,,,2.0,"$10,000,000"
Valentine,,,,,3.0,"$10,000,000"
A Prairie Home Companion,,,,,4.0,"$10,000,000"
Reno 911!: Miami,,,,,5.0,"$10,000,000"
Jane Austen's Mafia,,,,,6.0,"$10,000,000"
Sugar Hill,,,,,8.0,"$10,000,000"
Kit Kittredge: An American Girl,,,,,9.0,"$10,000,000"
Invasion U.S.A.,,,,,10.0,"$10,000,000"
Roll Bounce,,,,,11.0,"$10,000,000"
Rushmore,,,,,12.0,"$10,000,000"
Tremors,,,,,13.0,"$10,000,000"
The Perfect Man,,,,,14.0,"$10,000,000"
Mo' Better Blues,,,,,15.0,"$10,000,000"
Kung Pow: Enter the Fist,,,,,16.0,"$10,000,000"
The Birth of a Nation,,,,,17.0,"$10,000,000"
The Birth of a Nation,,,,,78.0,"$110,000"
Wrong Turn,,,,,18.0,"$10,000,000"
The Long Riders,,,,,19.0,"$10,000,000"
The Corruptor,,,,,20.0,"$10,000,000"
"The Goods: Live Hard, Sell Hard",,,,,21.0,"$10,000,000"
Broken Flowers,,,,,24.0,"$10,000,000"
Hey Arnold! The Movie,,,,,25.0,"$10,000,000"
The Matador,,,,,26.0,"$10,000,000"
Love Jones,,,,,27.0,"$10,000,000"
The Gift,,,,,28.0,"$10,000,000"
The Gift,,,,,63.0,"$5,000,000"
End of the Spear,,,,,29.0,"$10,000,000"
Get Over It,,,,,30.0,"$10,000,000"
The Legend of Drunken Master,,,,,31.0,"$10,000,000"
Office Space,,,,,32.0,"$10,000,000"
Drop Dead Gorgeous,,,,,33.0,"$10,000,000"
The Best of Enemies,,,,,34.0,"$10,000,000"
The Spanish Prisoner,,,,,35.0,"$10,000,000"
Le Violon rouge,,,,,36.0,"$10,000,000"
Very Bad Things,,,,,37.0,"$10,000,000"
Sleepover,,,,,38.0,"$10,000,000"
Body Double,,,,,41.0,"$10,000,000"
Dirty Pretty Things,,,,,43.0,"$10,000,000"
Bad Words,,,,,44.0,"$10,000,000"
Over Her Dead Body,,,,,46.0,"$10,000,000"
Bones,,,,,47.0,"$10,000,000"
Turistas,,,,,49.0,"$10,000,000"
American History X,,,,,53.0,"$10,000,000"
Teacher's Pet: The Movie,,,,,54.0,"$10,000,000"
The Straight Story,,,,,55.0,"$10,000,000"
Deuces Wild,,,,,56.0,"$10,000,000"
"Run, Fatboy, Run",,,,,57.0,"$10,000,000"
Heartbeeps,,,,,58.0,"$10,000,000"
Rescue Dawn,,,,,60.0,"$10,000,000"
Black and White,,,,,61.0,"$10,000,000"
Io sono lâamore,,,,,62.0,"$10,000,000"
On the Line,,,,,63.0,"$10,000,000"
Everybody Wants Some,,,,,69.0,"$10,000,000"
Crash,,,,,70.0,"$10,000,000"
Crash,,,,,79.0,"$7,303,082"
Atlas Shrugged: Part II,,,,,71.0,"$10,000,000"
Romeo Is Bleeding,,,,,72.0,"$10,000,000"
The Limey,,,,,73.0,"$10,000,000"
The House of Mirth,,,,,75.0,"$10,000,000"
Malone,,,,,76.0,"$10,000,000"
Peaceful Warrior,,,,,77.0,"$10,000,000"
Bucky Larson: Born to Be a Star,,,,,78.0,"$10,000,000"
Bamboozled,,,,,79.0,"$10,000,000"
Sphinx,,,,,80.0,"$10,000,000"
The Iceman,,,,,81.0,"$10,000,000"
Spider,,,,,85.0,"$10,000,000"
Gun Shy,,,,,86.0,"$10,000,000"
Nicholas Nickleby,,,,,87.0,"$10,000,000"
Krrish,,,,,89.0,"$10,000,000"
Cecil B. Demented,,,,,92.0,"$10,000,000"
50 to 1,,,,,93.0,"$10,000,000"
Owning Mahowny,,,,,94.0,"$10,000,000"
The Brothers Solomon,,,,,96.0,"$10,000,000"
My Blueberry Nights,,,,,97.0,"$10,000,000"
Illuminata,,,,,98.0,"$10,000,000"
Parkland,,,,,100.0,"$10,000,000"
Swept Away,,,,,1.0,"$10,000,000"
"War, Inc.",,,,,2.0,"$10,000,000"
Shaolin Soccer,,,,,3.0,"$10,000,000"
The Brown Bunny,,,,,4.0,"$10,000,000"
King of California,,,,,5.0,"$10,000,000"
Rien ne va plus,,,,,6.0,"$10,000,000"
La femme de chambre du Titanic,,,,,7.0,"$10,000,000"
Imaginary Heroes,,,,,8.0,"$10,000,000"
High Heels and Low Lifes,,,,,9.0,"$10,000,000"
World's Greatest Dad,,,,,10.0,"$10,000,000"
"Cinco de Mayo, La Batalla",,,,,11.0,"$10,000,000"
Kicks,,,,,13.0,"$10,000,000"
Free Style,,,,,14.0,"$10,000,000"
Severance,,,,,16.0,"$10,000,000"
Edmond,,,,,17.0,"$10,000,000"
Joheunnom nabbeunnom isanghannom,,,,,18.0,"$10,000,000"
Police Academy 7: Mission to Moscow,,,,,19.0,"$10,000,000"
Blood Done Sign My Name,,,,,20.0,"$10,000,000"
The Good Guy,,,,,21.0,"$10,000,000"
Motherhood,,,,,22.0,"$10,000,000"
Eulogy,,,,,23.0,"$10,000,000"
Elsa & Fred,,,,,24.0,"$10,000,000"
An Alan Smithee Film: Burn Hollywood Burn,,,,,25.0,"$10,000,000"
The Open Road,,,,,26.0,"$10,000,000"
Hross i oss,,,,,28.0,"$10,000,000"
Janky Promoters,,,,,29.0,"$10,000,000"
Blonde Ambition,,,,,30.0,"$10,000,000"
The Oxford Murders,,,,,31.0,"$10,000,000"
Barbecue,,,,,32.0,"$10,000,000"
The Reef,,,,,33.0,"$10,000,000"
White Noise 2: The Light,,,,,34.0,"$10,000,000"
American Heist,,,,,35.0,"$10,000,000"
You Got Served: Beat The World,,,,,37.0,"$10,000,000"
Fifty Dead Men Walking,,,,,38.0,"$10,000,000"
Plastic,,,,,39.0,"$10,000,000"
Jungle Shuffle,,,,,40.0,"$10,000,000"
Adam Resurrected,,,,,41.0,"$10,000,000"
The Devil's Tomb,,,,,42.0,"$10,000,000"
Good Intentions,,,,,43.0,"$10,000,000"
Partition,,,,,44.0,"$10,000,000"
Detention,,,,,45.0,"$10,000,000"
Nurse 3D,,,,,46.0,"$10,000,000"
Into the Grizzly Maze,,,,,47.0,"$10,000,000"
Gunless,,,,,49.0,"$9,900,000"
Adventureland,,,,,50.0,"$9,800,000"
The Lost City,,,,,52.0,"$9,600,000"
Next Friday,,,,,53.0,"$9,500,000"
You Only Live Twice,,,,,54.0,"$9,500,000"
Poltergeist III,,,,,55.0,"$9,500,000"
Gentlemen Broncos,,,,,58.0,"$9,500,000"
Re-Kill,,,,,59.0,"$9,500,000"
It's a Mad Mad Mad Mad World,,,,,60.0,"$9,400,000"
Volver,,,,,61.0,"$9,400,000"
Heavy Metal,,,,,63.0,"$9,300,000"
Richard III,,,,,65.0,"$9,200,000"
Red Dog,,,,,67.0,"$9,100,000"
Mine Vaganti,,,,,68.0,"$9,100,000"
The Texas Chainsaw Massacre,,,,,69.0,"$9,000,000"
The Texas Chainsaw Massacre,,,,,66.0,"$140,000"
Fiddler on the Roof,,,,,70.0,"$9,000,000"
Thunderball,,,,,72.0,"$9,000,000"
The Strangers,,,,,73.0,"$9,000,000"
Set It Off,,,,,74.0,"$9,000,000"
The Best Man,,,,,76.0,"$9,000,000"
Child's Play,,,,,77.0,"$9,000,000"
Happy Death Day 2U,,,,,78.0,"$9,000,000"
Sicko,,,,,79.0,"$9,000,000"
Down to You,,,,,81.0,"$9,000,000"
Harold & Kumar Go to White Castle,,,,,82.0,"$9,000,000"
The Contender,,,,,83.0,"$9,000,000"
Boiler Room,,,,,84.0,"$9,000,000"
Black Christmas,,,,,85.0,"$9,000,000"
The Ice Pirates,,,,,88.0,"$9,000,000"
Breakin' All the Rules,,,,,89.0,"$9,000,000"
Glee: The 3D Concert Movie,,,,,90.0,"$9,000,000"
Henry V,,,,,91.0,"$9,000,000"
The Savages,,,,,93.0,"$9,000,000"
Chasing Papi,,,,,94.0,"$9,000,000"
The Way of the Gun,,,,,95.0,"$9,000,000"
The Sun is Also a Star,,,,,96.0,"$9,000,000"
Hamlet 2,,,,,97.0,"$9,000,000"
Igby Goes Down,,,,,98.0,"$9,000,000"
PCU,,,,,99.0,"$9,000,000"
The Ultimate Gift,,,,,100.0,"$9,000,000"
Beautiful,,,,,1.0,"$9,000,000"
Gracie,,,,,2.0,"$9,000,000"
Greater,,,,,4.0,"$9,000,000"
Trust the Man,,,,,6.0,"$9,000,000"
Undiscovered,,,,,7.0,"$9,000,000"
Velvet Goldmine,,,,,8.0,"$9,000,000"
Princess Kaiulani,,,,,9.0,"$9,000,000"
The Legend of Suriyothai,,,,,10.0,"$9,000,000"
Due occhi diabolici,,,,,11.0,"$9,000,000"
La fille du RER,,,,,13.0,"$9,000,000"
All or Nothing,,,,,14.0,"$9,000,000"
Red Riding: The Year of Our Lord 1974,,,,,15.0,"$9,000,000"
Flammen og Citronen,,,,,16.0,"$9,000,000"
Opal Dream,,,,,18.0,"$9,000,000"
Beneath Hill 60,,,,,20.0,"$9,000,000"
Veronika Decides to Die,,,,,21.0,"$9,000,000"
Barbarella,,,,,22.0,"$9,000,000"
A Haunting in Connecticut 2: The Ghosts of Georgia,,,,,23.0,"$9,000,000"
Ultramarines,,,,,26.0,"$8,900,000"
Crocodile Dundee,,,,,27.0,"$8,800,000"
The I Inside,,,,,28.0,"$8,800,000"
Awake,,,,,29.0,"$8,600,000"
Crazy Heart,,,,,31.0,"$8,500,000"
Star Wars: The Clone Wars,,,,,32.0,"$8,500,000"
The Lost Boys,,,,,35.0,"$8,500,000"
Dragon Ball Super: Broly,,,,,36.0,"$8,500,000"
The Rose,,,,,37.0,"$8,500,000"
Haakon Haakonsen,,,,,40.0,"$8,500,000"
Election,,,,,41.0,"$8,500,000"
The Namesake,,,,,42.0,"$8,500,000"
All is Lost,,,,,43.0,"$8,500,000"
Club Dread,,,,,44.0,"$8,500,000"
Bright Star,,,,,45.0,"$8,500,000"
Glitter,,,,,46.0,"$8,500,000"
Silmido,,,,,48.0,"$8,500,000"
Repo! The Genetic Opera,,,,,49.0,"$8,500,000"
Posledniy bogatyr,,,,,50.0,"$8,500,000"
A.C.O.R.N.S.: Operation Crackdown,,,,,51.0,"$8,500,000"
Namastey London,,,,,53.0,"$8,400,000"
Limbo,,,,,55.0,"$8,300,000"
The Wind That Shakes the Barley,,,,,56.0,"$8,300,000"
Kurtlar vadisi - Irak,,,,,58.0,"$8,300,000"
Quo Vadis?,,,,,59.0,"$8,250,000"
The Sound of Music,,,,,60.0,"$8,200,000"
Pulp Fiction,,,,,62.0,"$8,000,000"
The Muppet Movie,,,,,64.0,"$8,000,000"
Splash,,,,,65.0,"$8,000,000"
Little Miss Sunshine,,,,,66.0,"$8,000,000"
Stand by Me,,,,,68.0,"$8,000,000"
28 Days Laterâ¦,,,,,69.0,"$8,000,000"
Escape from Alcatraz,,,,,70.0,"$8,000,000"
You Got Served,,,,,71.0,"$8,000,000"
The Intruder,,,,,72.0,"$8,000,000"
A Thin Line Between Love & Hate,,,,,74.0,"$8,000,000"
Brown Sugar,,,,,76.0,"$8,000,000"
Howards End,,,,,77.0,"$8,000,000"
Shutter,,,,,79.0,"$8,000,000"
Modern Problems,,,,,80.0,"$8,000,000"
On Her Majesty's Secret Service,,,,,81.0,"$8,000,000"
Much Ado About Nothing,,,,,82.0,"$8,000,000"
The Player,,,,,83.0,"$8,000,000"
Creepshow,,,,,84.0,"$8,000,000"
Akeelah and the Bee,,,,,85.0,"$8,000,000"
Wes Craven's New Nightmare,,,,,86.0,"$8,000,000"
Drive Me Crazy,,,,,87.0,"$8,000,000"
Half Baked,,,,,89.0,"$8,000,000"
New in Town,,,,,90.0,"$8,000,000"
American Psycho,,,,,92.0,"$8,000,000"
See No Evil,,,,,93.0,"$8,000,000"
The Good Girl,,,,,94.0,"$8,000,000"
"Bon Cop, Bad Cop",,,,,95.0,"$8,000,000"
The Boondock Saints 2: All Saints Day,,,,,96.0,"$8,000,000"
The Inkwell,,,,,98.0,"$8,000,000"
Shadow of the Vampire,,,,,99.0,"$8,000,000"
The Pallbearer,,,,,2.0,"$8,000,000"
Woman on Top,,,,,3.0,"$8,000,000"
Held Up,,,,,4.0,"$8,000,000"
CachÃ©,,,,,7.0,"$8,000,000"
8 femmes,,,,,9.0,"$8,000,000"
Showdown in Little Tokyo,,,,,10.0,"$8,000,000"
Clay Pigeons,,,,,11.0,"$8,000,000"
Le passÃ©,,,,,12.0,"$8,000,000"
And When Did You Last See Your Father?,,,,,15.0,"$8,000,000"
El Chicano,,,,,16.0,"$8,000,000"
Prefontaine,,,,,18.0,"$8,000,000"
The Wicked Lady,,,,,19.0,"$8,000,000"
Down in the Valley,,,,,20.0,"$8,000,000"
Brooklyn Rules,,,,,21.0,"$8,000,000"
The Singing Detective,,,,,22.0,"$8,000,000"
Fido,,,,,23.0,"$8,000,000"
London Fields,,,,,24.0,"$8,000,000"
Restless,,,,,25.0,"$8,000,000"
The Land Girls,,,,,26.0,"$8,000,000"
The Wendell Baker Story,,,,,27.0,"$8,000,000"
Pathology,,,,,29.0,"$8,000,000"
Wuthering Heights,,,,,30.0,"$8,000,000"
10th & Wolf,,,,,32.0,"$8,000,000"
Aloft,,,,,33.0,"$8,000,000"
Dear Wendy,,,,,35.0,"$8,000,000"
Akira,,,,,36.0,"$8,000,000"
Welcome to Dongmakgol,,,,,37.0,"$8,000,000"
Feichang Xingyun,,,,,38.0,"$8,000,000"
"Don Gato, el inicio de la pandilla",,,,,39.0,"$8,000,000"
The Death and Life of Bobby Z,,,,,40.0,"$8,000,000"
Backstabbing For Beginners,,,,,41.0,"$8,000,000"
Swelter,,,,,42.0,"$8,000,000"
Maurice Richard,,,,,43.0,"$8,000,000"
Green Street Hooligans: Underground,,,,,44.0,"$8,000,000"
Christmas in Beverly Hills,,,,,45.0,"$8,000,000"
Henry Joseph Church,,,,,46.0,"$8,000,000"
Code of Honor,,,,,47.0,"$8,000,000"
Burn Your Maps,,,,,48.0,"$8,000,000"
Imagine Me & You,,,,,49.0,"$7,900,000"
Swimming Pool,,,,,50.0,"$7,800,000"
The Blood of Heroes,,,,,51.0,"$7,700,000"
Loin des hommes,,,,,52.0,"$7,700,000"
Driving Miss Daisy,,,,,53.0,"$7,500,000"
Soul Food,,,,,54.0,"$7,500,000"
(500) Days of Summer,,,,,55.0,"$7,500,000"
Rumble in the Bronx,,,,,56.0,"$7,500,000"
Thank You For Smoking,,,,,57.0,"$7,500,000"
Hostel: Part II,,,,,58.0,"$7,500,000"
An Education,,,,,59.0,"$7,500,000"
Extract,,,,,60.0,"$7,500,000"
Narc,,,,,61.0,"$7,500,000"
Shopgirl,,,,,62.0,"$7,500,000"
The Hotel New Hampshire,,,,,63.0,"$7,500,000"
Men with Brooms,,,,,64.0,"$7,500,000"
Witless Protection,,,,,65.0,"$7,500,000"
The Work and the Glory,,,,,66.0,"$7,500,000"
Masked and Anonymous,,,,,69.0,"$7,500,000"
Borg vs McEnroe,,,,,70.0,"$7,500,000"
Betty Fisher et autres histoires,,,,,71.0,"$7,500,000"
Code 46,,,,,72.0,"$7,500,000"
The Hole,,,,,73.0,"$7,500,000"
Black November,,,,,74.0,"$7,500,000"
Outside Bet,,,,,75.0,"$7,500,000"
Pound of Flesh,,,,,76.0,"$7,500,000"
Ta Ra Rum Pum,,,,,78.0,"$7,400,000"
Persepolis,,,,,80.0,"$7,300,000"
Die Welle,,,,,82.0,"$7,250,000"
Diamonds Are Forever,,,,,83.0,"$7,200,000"
The Omega Code,,,,,84.0,"$7,200,000"
3,,,,,85.0,"$7,200,000"
Juno,,,,,86.0,"$7,000,000"
The Godfather,,,,,87.0,"$7,000,000"
Flashdance,,,,,89.0,"$7,000,000"
I Can Only Imagine,,,,,90.0,"$7,000,000"
Five Feet Apart,,,,,91.0,"$7,000,000"
The Piano,,,,,92.0,"$7,000,000"
Live and Let Die,,,,,94.0,"$7,000,000"
My Dog Skip,,,,,95.0,"$7,000,000"
Darkness Falls,,,,,96.0,"$7,000,000"
"Definitely, Maybe",,,,,97.0,"$7,000,000"
"Good Night, and Good Luck",,,,,98.0,"$7,000,000"
Capote,,,,,99.0,"$7,000,000"
The Descent,,,,,1.0,"$7,000,000"
Desperado,,,,,2.0,"$7,000,000"
Logan's Run,,,,,3.0,"$7,000,000"
Fargo,,,,,5.0,"$7,000,000"
Kingdom Come,,,,,6.0,"$7,000,000"
The Man with the Golden Gun,,,,,7.0,"$7,000,000"
Action Jackson,,,,,8.0,"$7,000,000"
Breathless,,,,,9.0,"$7,000,000"
Michael Jordan to the MAX,,,,,10.0,"$7,000,000"
The Devil's Rejects,,,,,12.0,"$7,000,000"
BrightBurn,,,,,13.0,"$7,000,000"
Flirting with Disaster,,,,,15.0,"$7,000,000"
Beyond the Lights,,,,,16.0,"$7,000,000"
Buffy the Vampire Slayer,,,,,17.0,"$7,000,000"
In Too Deep,,,,,18.0,"$7,000,000"
"House of 1,000 Corpses",,,,,19.0,"$7,000,000"
Silver Bullet,,,,,20.0,"$7,000,000"
House of the Dead,,,,,21.0,"$7,000,000"
A Serious Man,,,,,22.0,"$7,000,000"
A Single Man,,,,,24.0,"$7,000,000"
Warlock,,,,,25.0,"$7,000,000"
The Last Temptation of Christ,,,,,26.0,"$7,000,000"
Outside Providence,,,,,28.0,"$7,000,000"
Bride & Prejudice,,,,,29.0,"$7,000,000"
Rabbit-Proof Fence,,,,,30.0,"$7,000,000"
Who's Your Caddy?,,,,,31.0,"$7,000,000"
Split Second,,,,,32.0,"$7,000,000"
Nikita,,,,,33.0,"$7,000,000"
The Other Side of Heaven,,,,,34.0,"$7,000,000"
Dark Angel,,,,,35.0,"$7,000,000"
American Anthem,,,,,36.0,"$7,000,000"
Veer-Zaara,,,,,37.0,"$7,000,000"
Redbelt,,,,,38.0,"$7,000,000"
A Dog of Flanders,,,,,39.0,"$7,000,000"
Auto Focus,,,,,40.0,"$7,000,000"
The Mighty Macs,,,,,41.0,"$7,000,000"
Factory Girl,,,,,44.0,"$7,000,000"
I Hope They Serve Beer in Hell,,,,,46.0,"$7,000,000"
Losin' It,,,,,47.0,"$7,000,000"
March or Die,,,,,49.0,"$7,000,000"
Les Visiteurs,,,,,50.0,"$7,000,000"
Chairman of the Board,,,,,55.0,"$7,000,000"
Gerry,,,,,56.0,"$7,000,000"
Wah-Wah,,,,,57.0,"$7,000,000"
The Heart of Me,,,,,58.0,"$7,000,000"
Trudno byt bogom,,,,,60.0,"$7,000,000"
The Boondock Saints,,,,,61.0,"$7,000,000"
Snezhnaya koroleva,,,,,62.0,"$7,000,000"
Oddball,,,,,63.0,"$7,000,000"
Z Storm,,,,,64.0,"$7,000,000"
Geroy,,,,,65.0,"$7,000,000"
Twixt,,,,,66.0,"$7,000,000"
Criminal Activities,,,,,67.0,"$7,000,000"
High School Musical 2,,,,,68.0,"$7,000,000"
The Kings of Appletown,,,,,69.0,"$7,000,000"
Stargate - The Ark of Truth,,,,,70.0,"$7,000,000"
Alpha & Omega: The Legend of the Saw Tooth Cave,,,,,71.0,"$7,000,000"
Pale Rider,,,,,72.0,"$6,900,000"
House at the End of the Street,,,,,73.0,"$6,900,000"
Dazed and Confused,,,,,74.0,"$6,900,000"
Two Lovers and a Bear,,,,,75.0,"$6,840,000"
Incendies,,,,,76.0,"$6,800,000"
AimÃ©e & Jaguar,,,,,77.0,"$6,800,000"
The Chumscrubber,,,,,78.0,"$6,800,000"
Shade,,,,,79.0,"$6,800,000"
Bran Nue Dae,,,,,80.0,"$6,750,000"
"Remember Me, My Love",,,,,81.0,"$6,700,000"
Perrierâs Bounty,,,,,82.0,"$6,600,000"
Tropa de Elite,,,,,83.0,"$6,537,890"
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,,,,,85.0,"$6,500,000"
Boyz n the Hood,,,,,86.0,"$6,500,000"
La Bamba,,,,,87.0,"$6,500,000"
The Four Seasons,,,,,88.0,"$6,500,000"
Dressed to Kill,,,,,89.0,"$6,500,000"
The Adventures of Huck Finn,,,,,90.0,"$6,500,000"
Go!,,,,,91.0,"$6,500,000"
Friends with Money,,,,,92.0,"$6,500,000"
The Andromeda Strain,,,,,93.0,"$6,500,000"
Bats,,,,,94.0,"$6,500,000"
Same Kind of Different as Me,,,,,95.0,"$6,500,000"
Nowhere in Africa,,,,,96.0,"$6,500,000"
Layer Cake,,,,,98.0,"$6,500,000"
The Work and the Glory: American Zion,,,,,100.0,"$6,500,000"
The Messenger,,,,,1.0,"$6,500,000"
A Home at the End of the World,,,,,2.0,"$6,500,000"
Aberdeen,,,,,3.0,"$6,500,000"
Tracker,,,,,4.0,"$6,500,000"
The Terminator,,,,,5.0,"$6,400,000"
"Good Bye, Lenin!",,,,,6.0,"$6,400,000"
Control,,,,,7.0,"$6,400,000"
The Damned United,,,,,8.0,"$6,400,000"
Die FÃ¤lscher,,,,,9.0,"$6,250,000"
Return of the Living Dead Part II,,,,,10.0,"$6,200,000"
Gomorra,,,,,11.0,"$6,200,000"
Mallrats,,,,,12.0,"$6,100,000"
Grease,,,,,13.0,"$6,000,000"
Platoon,,,,,14.0,"$6,000,000"
Fahrenheit 9/11,,,,,15.0,"$6,000,000"
Butch Cassidy and the Sundance Kid,,,,,16.0,"$6,000,000"
Mary Poppins,,,,,17.0,"$6,000,000"
Ordinary People,,,,,18.0,"$6,000,000"
Breaking In,,,,,19.0,"$6,000,000"
West Side Story,,,,,20.0,"$6,000,000"
Caddyshack,,,,,22.0,"$6,000,000"
The Brothers,,,,,23.0,"$6,000,000"
The Wrestler,,,,,24.0,"$6,000,000"
Do the Right Thing,,,,,25.0,"$6,000,000"
Escape from New York,,,,,26.0,"$6,000,000"
The Wood,,,,,27.0,"$6,000,000"
The Usual Suspects,,,,,28.0,"$6,000,000"
A Nightmare On Elm Street: The Dream Child,,,,,29.0,"$6,000,000"
National Lampoonâs Van Wilder,,,,,30.0,"$6,000,000"
Duel in the Sun,,,,,31.0,"$6,000,000"
Best in Show,,,,,32.0,"$6,000,000"
Unplanned,,,,,33.0,"$6,000,000"
The Last King of Scotland,,,,,34.0,"$6,000,000"
A Mighty Wind,,,,,35.0,"$6,000,000"
The Prodigy,,,,,36.0,"$6,000,000"
School Daze,,,,,38.0,"$6,000,000"
Daddy Day Camp,,,,,39.0,"$6,000,000"
Mystic Pizza,,,,,40.0,"$6,000,000"
Mr. Nice Guy,,,,,41.0,"$6,000,000"
War and Peace,,,,,42.0,"$6,000,000"
Sliding Doors,,,,,43.0,"$6,000,000"
Tales from the Hood,,,,,44.0,"$6,000,000"
Halloween 5: The Revenge of Michael Myers,,,,,45.0,"$6,000,000"
Pollock,,,,,49.0,"$6,000,000"
Dolphins and Whales Tribes of the Ocean 3D,,,,,50.0,"$6,000,000"
200 Cigarettes,,,,,51.0,"$6,000,000"
Casa de mi Padre,,,,,53.0,"$6,000,000"
The Virgin Suicides,,,,,55.0,"$6,000,000"
College,,,,,56.0,"$6,000,000"
La science des rÃªves,,,,,57.0,"$6,000,000"
Little Voice,,,,,58.0,"$6,000,000"
Miss March,,,,,59.0,"$6,000,000"
Simply Irresistible,,,,,60.0,"$6,000,000"
Venus,,,,,62.0,"$6,000,000"
Only the Strong,,,,,64.0,"$6,000,000"
Hedwig and the Angry Inch,,,,,65.0,"$6,000,000"
Shattered Glass,,,,,66.0,"$6,000,000"
The Wackness,,,,,67.0,"$6,000,000"
Novocaine,,,,,68.0,"$6,000,000"
Polytechnique,,,,,69.0,"$6,000,000"
The Business of Strangers,,,,,72.0,"$6,000,000"
JÃ»san-nin no shikaku,,,,,73.0,"$6,000,000"
Beastmaster 2: Through the Portal of Time,,,,,74.0,"$6,000,000"
The Wild Bunch,,,,,75.0,"$6,000,000"
The 5th Quarter,,,,,76.0,"$6,000,000"
The First Great Train Robbery,,,,,77.0,"$6,000,000"
Morvern Callar,,,,,78.0,"$6,000,000"
The Flower of Evil,,,,,79.0,"$6,000,000"
Akmareul Boatda,,,,,80.0,"$6,000,000"
Come Early Morning,,,,,81.0,"$6,000,000"
The Greatest,,,,,82.0,"$6,000,000"
Deadfall,,,,,83.0,"$6,000,000"
Julia,,,,,84.0,"$6,000,000"
Lucky Break,,,,,85.0,"$6,000,000"
"Surfer, Dude",,,,,86.0,"$6,000,000"
Lake of Fire,,,,,88.0,"$6,000,000"
Don McKay,,,,,89.0,"$6,000,000"
11:14,,,,,90.0,"$6,000,000"
Icarus,,,,,91.0,"$6,000,000"
Men of War,,,,,92.0,"$6,000,000"
A Shine of Rainbows,,,,,93.0,"$6,000,000"
Freaky Deaky,,,,,94.0,"$6,000,000"
The Hit List,,,,,95.0,"$6,000,000"
Videodrome,,,,,96.0,"$5,952,000"
Emma,,,,,97.0,"$5,900,000"
L\'auberge espagnole,,,,,98.0,"$5,900,000"
The Train,,,,,100.0,"$5,800,000"
Foolproof,,,,,2.0,"$5,800,000"
Trade of Innocents,,,,,3.0,"$5,800,000"
Tom yum goong,,,,,4.0,"$5,700,000"
Stiff Upper Lips,,,,,5.0,"$5,700,000"
The Inbetweeners,,,,,6.0,"$5,700,000"
Valhalla Rising,,,,,7.0,"$5,700,000"
Bend it Like Beckham,,,,,8.0,"$5,600,000"
Crossover,,,,,9.0,"$5,600,000"
Sunshine State,,,,,10.0,"$5,600,000"
Standing Ovation,,,,,11.0,"$5,600,000"
The Sting,,,,,14.0,"$5,500,000"
Chariots of Fire,,,,,15.0,"$5,500,000"
Diary of a Mad Black Woman,,,,,16.0,"$5,500,000"
Shine,,,,,17.0,"$5,500,000"
High Plains Drifter,,,,,19.0,"$5,500,000"
Mambo Italiano,,,,,21.0,"$5,500,000"
Ghost World,,,,,22.0,"$5,500,000"
Iris,,,,,23.0,"$5,500,000"
Galaxina,,,,,24.0,"$5,500,000"
Les Choristes,,,,,25.0,"$5,500,000"
Wonderland,,,,,26.0,"$5,500,000"
De battre mon coeur s'est arrÃªtÃ©,,,,,27.0,"$5,500,000"
Haevnen,,,,,28.0,"$5,500,000"
Harvard Man,,,,,30.0,"$5,500,000"
Salvation Boulevard,,,,,31.0,"$5,500,000"
R100,,,,,32.0,"$5,500,000"
Miss Julie,,,,,33.0,"$5,500,000"
Animals,,,,,34.0,"$5,500,000"
Irreversible,,,,,35.0,"$5,400,000"
Tao Jie,,,,,36.0,"$5,400,000"
Rang De Basanti,,,,,37.0,"$5,300,000"
Grabbers,,,,,38.0,"$5,300,000"
La Vie d'AdÃ¨le â Chapitres 1 & 2,,,,,39.0,"$5,250,000"
Hodejegerne,,,,,40.0,"$5,250,000"
The Ten,,,,,41.0,"$5,250,000"
A Room for Romeo Brass,,,,,42.0,"$5,250,000"
The Girl with all the Gifts,,,,,43.0,"$5,250,000"
Wilson,,,,,44.0,"$5,200,000"
Saint Ralph,,,,,45.0,"$5,200,000"
Somewhere in Time,,,,,47.0,"$5,100,000"
My Big Fat Greek Wedding,,,,,48.0,"$5,000,000"
Saw II,,,,,52.0,"$5,000,000"
Jackass: The Movie,,,,,57.0,"$5,000,000"
A Nightmare On Elm Street 3: Dream Warriors,,,,,61.0,"$5,000,000"
No se Aceptan Devoluciones,,,,,62.0,"$5,000,000"
The Return of the Pink Panther,,,,,65.0,"$5,000,000"
